用户编号,满意度,评分,总项目数,每月平均工作小时数（小时）,工龄（年）,工作事故,离职,5年内升职,部门,薪资
494,0.1,0.94,6,249,4,0,1,0,技术部,中
495,0.84,1,5,218,5,0,1,0,技术部,中
496,0.82,0.99,4,243,6,0,1,0,技术部,中
497,0.1,0.82,6,244,4,0,1,0,技术部,中
498,0.59,0.49,7,243,4,0,1,0,技术部,中
499,0.44,0.48,2,143,3,0,1,0,技术部,中
500,0.89,0.95,2,181,5,0,1,0,技术部,中
501,0.91,0.84,5,245,5,0,1,0,技术部,中
502,0.66,0.57,5,161,5,0,1,0,技术部,高
503,0.11,0.87,7,242,5,0,1,0,技术部,低
504,0.43,0.51,2,155,3,0,1,0,技术部,中
505,0.78,0.83,4,217,6,0,1,0,支持部,中
506,0.11,0.97,6,249,5,0,1,0,支持部,中
507,0.83,0.98,4,249,5,0,1,0,支持部,中
508,0.39,0.54,2,158,3,0,1,0,支持部,低
509,0.38,0.55,2,158,3,0,1,0,支持部,低
510,0.37,0.57,2,155,3,0,1,0,支持部,低
511,0.44,0.48,2,146,3,0,1,0,支持部,低
512,0.53,0.85,2,164,5,0,1,0,支持部,低
513,0.09,0.96,6,249,4,0,1,0,支持部,低
514,0.11,0.89,6,243,4,0,1,0,支持部,低
515,0.83,0.96,5,245,5,0,1,0,支持部,低
516,0.88,1,5,219,6,1,1,0,技术部,低
517,0.1,0.89,6,247,4,0,1,0,技术部,低
518,0.09,0.86,7,249,4,0,1,0,技术部,低
519,0.44,0.54,2,151,3,0,1,0,管理部,低
520,0.39,0.51,2,129,3,0,1,0,IT部,低
521,0.87,0.94,4,244,5,0,1,0,IT部,低
522,0.74,0.99,4,233,5,0,1,0,IT部,低
523,0.1,0.95,7,249,4,0,1,0,IT部,低
524,0.74,0.82,4,239,6,0,1,0,IT部,低
525,0.75,0.99,5,221,5,0,1,0,产品开发部,低
526,0.41,0.56,2,150,3,0,1,0,产品开发部,低
527,0.41,0.45,2,144,3,1,1,0,产品开发部,低
528,0.09,0.9,7,249,4,0,1,0,产品开发部,低
529,0.09,0.8,6,241,5,0,1,0,IT部,中
530,0.39,0.57,2,145,3,0,1,0,财务部,中
531,0.4,0.56,2,137,3,0,1,0,财务部,中
532,0.37,0.54,2,131,3,1,1,0,人力资源部,中
533,0.1,0.84,6,246,4,0,1,0,人力资源部,中
534,0.43,0.51,2,136,3,0,1,0,人力资源部,中
535,0.75,0.85,5,240,6,1,1,0,市场部,中
536,0.37,0.56,2,156,3,0,1,0,销售部,中
537,0.11,0.85,6,245,4,0,1,0,财务部,中
538,0.45,0.45,2,154,3,1,1,0,支持部,中
539,0.87,1,5,241,5,1,1,0,技术部,中
540,0.11,0.94,7,244,4,0,1,0,管理部,中
541,0.45,0.54,2,129,3,0,1,0,市场部,高
542,0.81,0.87,4,244,5,0,1,0,市场部,低
543,0.77,0.91,5,236,5,0,1,0,市场部,中
544,0.89,0.92,5,237,5,0,1,0,销售部,中
545,0.43,0.49,2,135,3,0,1,0,销售部,中
546,0.78,1,5,236,5,0,1,0,销售部,中
547,0.37,0.47,2,149,3,0,1,0,销售部,低
548,0.37,0.5,2,141,3,0,1,0,销售部,低
549,0.85,0.82,4,240,5,0,1,0,销售部,低
550,0.41,0.47,2,138,3,0,1,0,销售部,低
551,0.11,0.96,6,248,4,0,1,0,销售部,低
552,0.75,0.99,5,244,5,0,1,0,销售部,低
553,0.82,0.85,5,248,5,0,1,0,销售部,低
554,0.79,1,5,247,6,0,1,0,销售部,低
555,0.43,0.53,2,150,3,0,1,0,销售部,低
556,0.1,0.9,7,241,4,0,1,0,销售部,低
557,0.46,0.48,2,141,3,1,1,0,销售部,低
558,0.43,0.57,2,157,3,0,1,0,销售部,低
559,0.43,0.55,2,136,3,0,1,0,销售部,低
560,0.11,0.8,7,246,4,0,1,0,销售部,低
561,0.09,0.86,6,249,4,0,1,0,销售部,低
562,0.37,0.53,2,131,3,0,1,0,销售部,低
563,0.4,0.57,2,160,3,0,1,0,财务部,低
564,0.1,0.77,7,241,4,0,1,0,财务部,低
565,0.41,0.53,2,157,3,0,1,0,财务部,低
566,0.79,0.58,3,244,4,0,1,0,人力资源部,低
567,0.11,0.79,7,250,4,0,1,0,人力资源部,低
568,0.1,0.97,6,242,4,0,1,0,人力资源部,中
569,0.44,0.51,2,134,3,0,1,0,人力资源部,中
570,0.25,0.46,4,214,4,0,1,0,技术部,中
571,0.44,0.52,2,137,3,0,1,0,技术部,中
572,0.73,1,4,242,5,0,1,0,技术部,中
573,0.75,0.97,5,243,6,0,1,0,技术部,中
574,0.36,0.47,2,148,3,0,1,0,技术部,中
575,0.37,0.49,2,151,3,0,1,0,技术部,中
576,0.39,0.49,2,129,3,0,1,0,技术部,中
577,0.48,0.78,2,198,2,0,1,0,技术部,中
578,0.57,0.72,4,245,6,0,1,0,技术部,中
579,0.9,0.96,5,243,5,0,1,0,技术部,中
580,0.39,0.55,2,159,3,0,1,0,技术部,高
581,0.44,0.51,2,145,3,0,1,0,支持部,低
582,0.81,0.88,5,242,5,0,1,0,支持部,中
583,0.74,0.87,5,242,5,0,1,0,支持部,中
584,0.44,0.56,2,145,3,0,1,0,支持部,中
585,0.41,0.56,2,154,3,0,1,1,支持部,中
586,0.4,0.51,2,139,3,0,1,0,支持部,低
587,0.46,0.57,2,152,3,0,1,0,支持部,低
588,0.8,0.83,2,211,3,0,1,0,支持部,低
589,0.87,0.9,5,248,5,0,1,0,支持部,低
590,0.39,0.54,2,155,3,0,1,0,支持部,低
591,0.38,0.55,2,148,3,0,1,0,支持部,低
592,0.66,0.67,2,245,3,0,1,0,技术部,低
593,0.1,0.8,6,244,4,0,1,0,技术部,低
594,0.37,0.54,2,132,3,0,1,0,技术部,低
595,0.1,0.77,6,245,4,0,1,0,管理部,低
596,0.09,0.87,5,243,4,0,1,0,IT部,低
597,0.86,0.84,5,222,5,0,1,0,IT部,低
598,0.11,0.9,6,243,4,0,1,0,IT部,低
599,0.37,0.46,2,157,3,0,1,0,IT部,低
600,0.11,0.92,7,247,4,0,1,0,IT部,低
601,0.77,0.98,5,249,6,0,1,0,产品开发部,低
602,0.84,0.94,5,222,6,0,1,0,产品开发部,低
603,0.1,0.84,7,240,4,0,1,0,产品开发部,低
604,0.83,0.9,5,245,5,0,1,0,产品开发部,低
605,0.11,0.79,6,242,4,0,1,0,IT部,低
606,0.86,0.92,5,242,5,0,1,0,研发部,低
607,0.38,0.56,2,161,3,0,1,0,研发部,中
608,0.11,0.88,5,240,4,0,1,0,研发部,中
609,0.45,0.49,2,134,3,0,1,0,研发部,中
610,0.1,0.85,7,249,4,0,1,0,研发部,中
611,0.09,0.95,7,246,4,0,1,0,市场部,中
612,0.39,0.53,2,127,3,0,1,0,销售部,中
613,0.37,0.47,2,138,3,1,1,0,财务部,中
614,0.81,0.97,5,243,5,0,1,0,支持部,中
615,0.09,0.9,7,246,4,0,1,0,技术部,中
616,0.1,0.88,7,247,4,0,1,0,管理部,中
617,0.39,0.49,2,144,3,0,1,0,市场部,中
618,0.83,0.95,4,241,5,0,1,0,市场部,中
619,0.45,0.57,2,148,3,0,1,0,市场部,高
620,0.43,0.51,2,141,3,0,1,0,销售部,低
621,0.8,0.75,3,248,2,0,1,0,销售部,中
622,0.1,0.86,6,247,4,0,1,0,销售部,中
623,0.1,0.55,2,247,4,0,1,0,销售部,中
624,0.36,0.52,2,146,3,0,1,0,销售部,中
625,0.38,0.5,2,140,3,0,1,0,销售部,低
626,0.78,0.98,5,243,6,0,1,0,销售部,低
627,0.44,0.49,2,145,3,0,1,0,销售部,低
628,0.41,0.46,2,156,3,1,1,0,销售部,低
629,0.72,0.85,5,244,6,0,1,0,销售部,低
630,0.46,0.54,2,144,3,0,1,0,销售部,低
631,0.1,0.9,7,246,4,0,1,0,销售部,低
632,0.34,0.67,4,141,2,0,1,0,销售部,低
633,0.11,0.89,6,240,5,0,1,0,销售部,低
634,0.38,0.56,2,154,3,0,1,0,销售部,低
635,0.82,0.92,5,225,5,0,1,0,销售部,低
636,0.39,0.57,2,127,3,0,1,0,销售部,低
637,0.44,0.53,2,140,3,0,1,0,销售部,低
638,0.43,0.52,2,147,3,0,1,0,销售部,低
639,0.84,0.83,4,227,5,0,1,0,财务部,低
640,0.43,0.48,2,153,3,0,1,0,财务部,低
641,0.37,0.52,2,128,3,0,1,0,财务部,低
642,0.74,0.97,4,228,5,0,1,0,人力资源部,低
643,0.73,0.97,5,235,5,0,1,0,人力资源部,低
644,0.37,0.47,2,148,3,0,1,0,人力资源部,低
645,0.58,0.62,4,238,3,0,1,0,人力资源部,低
646,0.4,0.54,2,141,3,0,1,0,技术部,中
647,0.51,0.83,5,249,4,0,1,0,技术部,中
648,0.46,0.5,2,151,3,0,1,0,技术部,中
649,0.45,0.54,2,129,3,0,1,0,技术部,中
650,0.46,0.5,2,156,3,0,1,0,技术部,中
651,0.39,0.45,2,134,3,0,1,0,技术部,中
652,0.09,0.88,6,249,4,0,1,0,技术部,中
653,0.09,0.77,6,240,4,0,1,0,技术部,中
654,0.37,0.51,2,132,3,0,1,0,技术部,中
655,0.1,0.89,7,248,4,0,1,0,技术部,中
656,0.77,1,4,232,5,0,1,0,技术部,中
657,0.79,0.86,5,235,5,0,1,0,支持部,中
658,0.43,0.55,2,130,3,0,1,0,支持部,高
659,0.38,0.53,2,146,3,0,1,0,支持部,低
660,0.77,0.91,5,221,6,0,1,0,支持部,中
661,0.44,0.5,2,130,3,0,1,0,支持部,中
662,0.39,0.46,2,136,3,0,1,0,支持部,中
663,0.78,0.89,5,244,6,0,1,0,支持部,中
664,0.1,0.79,6,246,5,0,1,0,支持部,低
665,0.1,0.77,5,246,4,0,1,0,支持部,低
666,0.75,0.85,5,247,5,0,1,0,支持部,低
667,0.46,0.62,6,213,3,0,1,0,支持部,低
668,0.91,0.97,4,244,6,0,1,0,技术部,低
669,0.1,0.92,6,248,4,0,1,0,技术部,低
670,0.72,0.6,3,153,5,0,1,0,技术部,低
671,0.11,0.95,6,245,4,0,1,0,管理部,低
672,0.11,0.94,6,244,4,0,1,0,IT部,低
673,0.46,0.57,2,154,3,0,1,0,IT部,低
674,0.37,0.46,2,149,3,0,1,0,IT部,低
675,0.46,0.5,2,157,3,0,1,0,IT部,低
676,0.43,0.57,2,127,3,0,1,0,IT部,低
677,0.11,0.82,6,240,4,0,1,0,产品开发部,低
678,0.73,0.89,5,236,6,0,1,0,产品开发部,低
679,0.43,0.47,2,158,3,0,1,0,产品开发部,低
680,0.86,1,5,229,5,0,1,0,产品开发部,低
681,0.1,0.83,6,249,4,0,1,0,IT部,低
682,0.4,0.49,2,128,3,0,1,0,销售部,低
683,0.11,0.87,7,248,4,0,1,0,销售部,低
684,0.86,0.98,3,158,5,0,1,0,销售部,低
685,0.42,1,3,202,3,0,1,0,销售部,中
686,0.79,0.84,4,240,5,0,1,0,销售部,中
687,0.1,0.96,7,245,4,0,1,0,市场部,中
688,0.09,0.92,7,244,4,0,1,0,销售部,中
689,0.09,0.82,6,247,4,0,1,0,财务部,中
690,0.87,1,4,228,5,0,1,0,支持部,中
691,0.36,0.49,2,145,3,0,1,0,技术部,中
692,0.42,0.75,3,218,4,0,1,0,管理部,中
693,0.84,0.86,5,248,5,0,1,0,市场部,中
694,0.1,0.83,6,248,4,0,1,0,市场部,中
695,0.78,0.71,3,249,5,0,1,0,市场部,中
696,0.35,0.99,3,236,4,0,1,0,销售部,中
697,0.1,0.81,7,241,4,0,1,0,销售部,高
698,0.11,0.8,6,246,4,0,1,0,销售部,低
699,0.43,0.48,2,135,3,0,1,0,销售部,中
700,0.38,0.45,2,156,3,0,1,0,销售部,中
701,0.46,0.54,2,143,3,0,1,0,销售部,中
702,0.89,0.82,4,243,5,0,1,0,销售部,中
703,0.45,0.5,2,147,3,0,1,0,销售部,低
704,0.44,0.53,2,159,3,0,1,0,销售部,低
705,0.74,0.54,5,216,3,0,1,0,销售部,低
706,0.45,0.54,2,152,3,0,1,0,销售部,低
707,0.79,0.93,4,226,5,0,1,0,销售部,低
708,0.79,0.91,5,241,5,0,1,0,销售部,低
709,0.11,0.87,6,245,4,0,1,0,销售部,低
710,0.42,0.48,2,140,3,0,1,0,销售部,低
711,0.64,0.9,6,242,2,0,1,0,销售部,低
712,0.4,0.55,2,159,3,0,1,0,销售部,低
713,0.84,0.98,5,240,5,0,1,0,销售部,低
714,0.73,0.92,5,232,5,0,1,0,销售部,低
715,0.4,0.51,2,144,3,0,1,0,财务部,低
716,0.36,0.45,2,127,3,0,1,0,财务部,低
717,0.43,0.47,2,131,3,0,1,0,财务部,低
718,0.11,0.78,6,243,4,0,1,0,人力资源部,低
719,0.91,1,5,244,6,0,1,0,人力资源部,低
720,0.8,1,5,240,5,0,1,0,人力资源部,低
721,0.42,0.49,2,139,3,0,1,0,人力资源部,低
722,0.31,0.87,4,184,3,0,1,0,技术部,低
723,0.44,0.47,2,130,3,0,1,0,技术部,低
724,0.38,0.54,2,135,3,0,1,0,技术部,中
725,0.45,0.56,2,146,3,0,1,0,技术部,中
726,0.43,0.46,2,149,3,0,1,0,技术部,中
727,0.45,0.46,2,153,3,1,1,0,技术部,中
728,0.43,0.57,2,160,3,0,1,0,技术部,中
729,0.43,0.49,2,160,3,0,1,0,技术部,中
730,0.09,0.83,6,242,4,0,1,0,技术部,中
731,0.43,0.47,2,128,3,0,1,0,技术部,中
732,0.79,0.94,4,232,5,0,1,0,技术部,中
733,0.85,0.58,3,226,2,0,1,0,支持部,中
734,0.38,0.45,2,129,3,0,1,0,支持部,中
735,0.11,0.92,7,245,4,0,1,0,支持部,中
736,0.83,0.99,5,248,5,0,1,0,支持部,高
737,0.81,0.91,4,229,5,0,1,0,支持部,低
738,0.42,0.56,2,143,3,0,1,0,支持部,中
739,0.11,0.87,6,247,4,0,1,0,支持部,中
740,0.11,0.85,7,245,4,0,1,0,支持部,中
741,0.1,0.89,7,241,4,0,1,0,支持部,中
742,0.5,0.54,5,153,4,0,1,0,支持部,低
743,0.44,0.49,2,154,3,0,1,0,支持部,低
744,0.11,0.9,6,241,4,0,1,0,技术部,低
745,0.39,0.52,2,134,3,0,1,0,技术部,低
746,0.11,0.78,6,245,4,0,1,0,技术部,低
747,0.36,0.5,2,132,3,0,1,0,管理部,低
748,0.43,0.51,2,130,3,0,1,0,IT部,低
749,0.4,0.5,2,127,3,0,1,0,IT部,低
750,0.86,0.84,4,246,6,0,1,0,IT部,低
751,0.38,0.49,2,145,3,0,1,0,IT部,低
752,0.46,0.45,2,138,3,0,1,1,IT部,低
753,0.37,0.57,2,129,3,0,1,0,产品开发部,低
754,0.43,0.52,2,150,3,0,1,0,产品开发部,低
755,0.66,0.93,5,243,5,0,1,0,产品开发部,低
756,0.37,0.48,2,160,3,0,1,0,产品开发部,低
757,0.77,0.92,5,235,5,0,1,0,IT部,低
758,0.38,0.55,2,151,3,0,1,0,销售部,低
759,0.39,0.54,2,127,3,0,1,0,销售部,低
760,0.41,0.55,2,151,3,0,1,0,销售部,低
761,0.1,0.9,7,240,4,0,1,0,销售部,低
762,0.09,0.93,6,249,4,0,1,0,销售部,低
763,0.41,0.47,2,131,3,0,1,0,市场部,中
764,0.39,0.46,2,159,3,0,1,0,销售部,中
765,0.83,0.99,4,223,5,0,1,0,财务部,中
766,0.09,0.87,3,214,2,0,1,0,支持部,中
767,0.75,0.81,5,227,5,0,1,0,技术部,中
768,0.44,0.54,2,127,3,0,1,0,管理部,中
769,0.1,0.84,6,243,5,0,1,0,市场部,中
770,0.42,0.46,2,141,3,0,1,0,市场部,中
771,0.1,0.83,6,240,4,0,1,0,市场部,中
772,0.1,0.86,6,249,4,0,1,0,销售部,中
773,0.31,0.77,4,149,3,0,1,0,销售部,中
774,0.42,0.54,2,159,3,0,1,0,销售部,中
775,0.38,0.5,2,152,3,0,1,0,销售部,高
776,0.39,0.57,2,158,3,0,1,0,销售部,低
777,0.1,0.97,6,244,5,0,1,0,销售部,中
778,0.11,0.93,6,244,4,0,1,0,销售部,中
779,0.1,0.92,7,249,4,0,1,0,销售部,中
780,0.11,0.9,7,247,4,0,1,0,销售部,中
781,0.44,0.65,3,241,4,0,1,0,销售部,低
782,0.91,0.96,4,232,5,0,1,0,销售部,低
783,0.72,1,4,245,5,0,1,0,销售部,低
784,0.36,0.46,2,132,3,0,1,0,销售部,低
785,0.44,0.57,2,131,3,0,1,0,销售部,低
786,0.85,0.99,5,248,5,0,1,0,销售部,低
787,0.78,0.93,5,225,5,0,1,0,销售部,低
788,0.39,0.46,2,156,3,0,1,0,销售部,低
789,0.78,0.81,3,222,2,0,1,0,销售部,低
790,0.1,0.92,6,243,4,1,1,0,销售部,低
791,0.23,0.99,4,204,4,1,1,0,财务部,低
792,0.11,0.87,6,241,4,0,1,0,财务部,低
793,0.9,0.83,5,249,5,0,1,0,财务部,低
794,0.91,0.89,4,247,5,0,1,0,人力资源部,低
795,0.11,0.79,7,245,4,0,1,0,人力资源部,低
796,0.43,0.54,2,150,3,0,1,0,人力资源部,低
797,0.45,0.49,2,151,3,0,1,0,人力资源部,低
798,0.11,0.91,5,241,4,0,1,0,技术部,低
799,0.11,0.93,6,243,4,1,1,0,技术部,低
800,0.43,0.5,2,161,3,0,1,0,技术部,低
801,0.91,0.97,4,241,6,0,1,0,技术部,低
802,0.43,0.55,2,153,3,0,1,0,技术部,中
803,0.85,0.82,5,244,6,0,1,0,技术部,中
804,0.1,0.77,6,250,4,0,1,0,技术部,中
805,0.81,0.95,5,246,5,0,1,0,技术部,中
806,0.36,0.62,4,237,2,0,1,0,技术部,中
807,0.45,0.54,2,138,3,0,1,0,技术部,中
808,0.86,1,5,227,5,0,1,0,技术部,中
809,0.71,1,4,240,5,0,1,0,支持部,中
810,0.11,0.97,7,250,4,0,1,0,支持部,中
811,0.84,0.93,5,236,5,0,1,0,支持部,中
812,0.09,0.97,7,248,4,0,1,0,支持部,中
813,0.38,0.49,2,127,3,0,1,0,支持部,中
814,0.15,0.55,6,139,4,0,1,0,支持部,高
815,0.1,0.92,7,243,4,1,1,0,支持部,低
816,0.8,0.97,4,218,5,1,1,0,支持部,中
817,0.84,0.97,5,241,5,0,1,0,支持部,中
818,0.11,0.87,6,244,4,0,1,0,支持部,中
819,0.89,0.79,3,149,2,0,1,0,支持部,中
820,0.45,0.51,2,138,3,0,1,0,技术部,低
821,0.11,0.93,7,244,4,0,1,0,技术部,低
822,0.74,0.93,5,244,5,0,1,0,技术部,低
823,0.41,0.5,2,128,3,0,1,0,管理部,低
824,0.44,0.53,2,154,3,0,1,0,IT部,低
825,0.37,0.56,2,138,3,0,1,0,IT部,低
826,0.11,0.86,6,248,4,0,1,0,IT部,低
827,0.1,0.93,6,249,4,0,1,0,IT部,低
828,0.7,0.74,6,136,3,0,1,0,IT部,低
829,0.59,1,2,160,5,0,1,0,产品开发部,低
830,0.38,0.53,2,138,3,0,1,0,产品开发部,低
831,0.72,0.95,4,220,5,0,1,0,产品开发部,低
832,0.73,1,5,244,5,0,1,0,产品开发部,低
833,0.39,0.48,2,161,3,0,1,0,IT部,低
834,0.89,0.82,5,224,6,0,1,0,研发部,低
835,0.89,1,4,240,5,0,1,0,研发部,低
836,0.11,0.78,6,240,4,1,1,0,研发部,低
837,0.43,0.56,2,133,3,0,1,0,研发部,低
838,0.09,0.93,6,248,4,0,1,0,研发部,低
839,0.81,0.9,5,238,6,0,1,0,市场部,低
840,0.37,0.53,2,126,3,0,1,0,销售部,低
841,0.36,0.56,2,138,3,0,1,0,财务部,中
842,0.11,0.85,6,249,4,0,1,0,支持部,中
843,0.1,0.85,6,244,4,0,1,0,技术部,中
844,0.66,0.47,7,156,2,0,1,0,管理部,中
845,0.39,0.47,2,152,3,0,1,0,市场部,中
846,0.44,0.51,2,146,3,0,1,0,市场部,中
847,0.1,0.84,6,243,4,0,1,0,市场部,中
848,0.79,0.94,5,227,6,0,1,0,销售部,中
849,0.1,0.81,6,241,4,1,1,0,销售部,中
850,0.54,0.94,6,244,3,0,1,0,销售部,中
851,0.37,0.47,2,151,3,0,1,0,销售部,中
852,0.37,0.57,2,128,3,0,1,0,销售部,中
853,0.82,0.89,5,217,5,0,1,0,销售部,高
854,0.45,0.52,2,160,3,0,1,0,销售部,低
855,0.79,0.9,5,243,5,0,1,0,销售部,中
856,0.42,0.56,2,156,3,0,1,0,销售部,中
857,0.1,0.85,6,243,4,0,1,0,销售部,中
858,0.11,0.78,6,243,4,0,1,0,销售部,中
859,0.74,1,4,243,5,0,1,0,销售部,低
860,0.1,0.93,6,240,4,0,1,0,销售部,低
861,0.79,1,4,218,5,0,1,0,销售部,低
862,0.43,0.48,2,144,3,0,1,0,销售部,低
863,0.41,0.47,2,154,3,0,1,0,销售部,低
864,0.39,0.55,2,146,3,0,1,0,销售部,低
865,0.1,0.94,6,240,4,0,1,0,销售部,低
866,0.82,0.85,5,218,5,0,1,0,销售部,低
867,0.41,0.46,2,128,3,0,1,0,财务部,低
868,0.42,0.56,2,128,3,0,1,0,财务部,低
869,0.74,0.88,4,248,6,0,1,0,财务部,低
870,0.38,0.57,2,152,3,1,1,0,人力资源部,低
871,0.39,0.56,2,126,3,0,1,0,人力资源部,低
872,0.87,0.94,4,240,5,0,1,0,人力资源部,低
873,0.1,0.9,5,243,4,0,1,0,人力资源部,低
874,0.78,1,5,220,5,0,1,0,技术部,低
875,0.14,0.73,7,242,5,0,1,0,技术部,低
876,0.11,0.94,6,247,5,0,1,0,技术部,低
877,0.91,0.94,5,247,5,0,1,0,技术部,低
878,0.49,0.63,6,245,3,0,1,0,技术部,低
879,0.38,0.47,2,143,3,0,1,0,技术部,低
880,0.82,0.97,5,243,5,0,1,0,技术部,中
881,0.38,0.88,3,154,4,0,1,0,技术部,中
882,0.89,1,5,243,5,0,1,0,技术部,中
883,0.11,0.79,6,244,4,0,1,0,技术部,中
884,0.37,0.51,2,128,3,0,1,0,技术部,中
885,0.38,0.5,2,153,3,0,1,0,支持部,中
886,0.78,0.87,5,246,5,0,1,0,支持部,中
887,0.41,0.51,2,127,3,0,1,0,支持部,中
888,0.41,0.51,2,137,3,0,1,0,支持部,中
889,0.11,0.83,6,245,4,0,1,0,支持部,中
890,0.11,0.79,6,241,4,0,1,0,支持部,中
891,0.43,0.57,2,131,3,1,1,0,支持部,中
892,0.75,0.86,5,237,5,0,1,0,支持部,高
893,0.74,0.99,4,246,5,0,1,0,支持部,低
894,0.85,0.85,5,247,5,0,1,0,支持部,中
895,0.73,0.92,5,246,5,0,1,0,支持部,中
896,0.1,0.79,6,244,4,0,1,0,技术部,中
897,0.44,0.56,2,134,3,0,1,0,技术部,中
898,0.3,0.56,3,249,4,1,1,0,技术部,低
899,0.11,0.77,7,243,4,0,1,0,管理部,低
900,0.84,0.83,5,238,5,0,1,0,IT部,低
901,0.78,0.94,5,241,6,0,1,0,IT部,低
902,0.43,0.53,2,145,3,0,1,0,IT部,低
903,0.36,0.55,2,152,3,0,1,0,IT部,低
904,0.43,0.47,2,128,3,0,1,0,IT部,低
905,0.45,0.46,2,142,3,0,1,0,产品开发部,低
906,0.76,0.93,5,238,5,0,1,0,产品开发部,低
907,0.1,0.78,7,246,4,0,1,0,产品开发部,低
908,0.09,0.86,6,241,4,0,1,0,产品开发部,低
909,0.92,1,5,249,5,0,1,0,IT部,低
910,0.92,0.9,5,248,5,0,1,0,销售部,低
911,0.79,0.98,4,241,5,0,1,0,销售部,低
912,0.43,0.51,2,140,3,0,1,0,销售部,低
913,0.8,0.95,4,244,5,0,1,0,销售部,低
914,0.44,0.49,2,127,3,1,1,0,销售部,低
915,0.89,0.87,5,245,6,0,1,0,市场部,低
916,0.48,0.88,3,239,3,0,1,0,销售部,低
917,0.11,0.82,6,244,4,1,1,0,财务部,低
918,0.38,0.55,2,145,3,0,1,0,支持部,低
919,0.11,0.85,6,249,4,0,1,0,技术部,中
920,0.82,0.86,4,244,5,0,1,0,管理部,中
921,0.37,0.45,2,160,3,0,1,0,市场部,中
922,0.4,0.48,2,138,3,0,1,0,市场部,中
923,0.43,0.47,2,137,3,0,1,0,市场部,中
924,0.44,0.5,2,156,3,0,1,0,销售部,中
925,0.42,0.56,2,147,3,0,1,0,销售部,中
926,0.11,0.8,7,243,4,0,1,0,销售部,中
927,0.78,0.87,4,236,5,0,1,0,销售部,中
928,0.46,0.86,2,212,4,0,1,0,销售部,中
929,0.77,0.91,5,241,6,0,1,0,销售部,中
930,0.83,0.82,4,243,5,0,1,0,销售部,中
931,0.32,0.58,5,241,5,0,1,0,销售部,高
932,0.9,0.92,5,154,4,0,1,0,销售部,低
933,0.42,0.52,2,151,3,0,1,0,销售部,中
934,0.1,0.96,6,244,4,1,1,0,销售部,中
935,0.1,0.91,6,245,4,0,1,0,销售部,中
936,0.44,0.49,2,130,3,0,1,0,销售部,中
937,0.1,0.95,7,241,4,0,1,0,销售部,低
938,0.11,0.8,6,246,4,0,1,0,销售部,低
939,0.1,0.89,6,246,4,0,1,0,销售部,低
940,0.39,0.47,2,135,3,0,1,0,销售部,低
941,0.92,0.92,4,245,5,0,1,0,销售部,低
942,0.43,0.56,2,136,3,0,1,0,销售部,低
943,0.11,0.89,6,241,4,0,1,0,财务部,低
944,0.81,1,5,235,5,0,1,0,财务部,低
945,0.11,0.85,7,242,4,0,1,0,财务部,低
946,0.87,1,5,244,5,0,1,0,人力资源部,低
947,0.37,0.46,2,131,3,0,1,0,人力资源部,低
948,0.39,0.56,2,135,3,0,1,0,人力资源部,低
949,0.61,0.86,4,196,4,0,1,0,人力资源部,低
950,0.11,0.95,6,245,4,0,1,0,技术部,低
951,0.09,0.9,7,249,5,0,1,0,技术部,低
952,0.36,0.52,2,157,3,0,1,0,技术部,低
953,0.09,0.94,6,248,4,0,1,0,技术部,低
954,0.41,0.71,4,241,5,0,1,0,技术部,低
955,0.4,0.46,2,131,3,0,1,0,技术部,低
956,0.1,0.91,6,242,5,1,1,0,技术部,低
957,0.46,0.53,2,143,3,1,1,0,技术部,低
958,0.39,0.57,2,133,3,0,1,0,技术部,中
959,0.41,0.5,2,153,3,0,1,0,技术部,中
960,0.1,0.94,7,241,4,0,1,0,技术部,中
961,0.39,0.51,2,132,3,0,1,0,支持部,中
962,0.73,0.83,5,240,5,1,1,0,支持部,中
963,0.41,0.45,2,150,3,0,1,0,支持部,中
964,0.37,0.51,2,140,3,0,1,0,支持部,中
965,0.38,0.5,2,150,3,1,1,0,支持部,中
966,0.8,0.63,5,180,5,0,1,0,支持部,中
967,0.09,0.85,5,241,4,0,1,0,支持部,中
968,0.85,0.92,4,245,5,0,1,0,支持部,中
969,0.42,0.54,2,130,3,0,1,0,支持部,中
970,0.41,0.48,2,130,3,0,1,0,支持部,高
971,0.38,0.46,2,147,3,0,1,0,支持部,低
972,0.72,1,5,244,5,0,1,0,技术部,中
973,0.11,0.74,6,240,5,0,1,0,技术部,中
974,0.37,0.47,2,150,3,0,1,0,技术部,中
975,0.1,0.81,6,244,4,0,1,0,管理部,中
976,0.36,0.54,2,136,3,0,1,0,IT部,低
977,0.92,0.94,5,247,5,0,1,0,IT部,低
978,0.11,0.87,5,243,4,0,1,0,IT部,低
979,0.39,0.56,2,156,3,0,1,0,IT部,低
980,0.11,0.95,6,241,4,0,1,0,IT部,低
981,0.45,0.45,2,140,3,0,1,0,产品开发部,低
982,0.44,0.55,2,130,3,1,1,0,产品开发部,低
983,0.85,0.97,4,246,6,0,1,0,产品开发部,低
984,0.43,0.52,2,139,3,0,1,0,产品开发部,低
985,0.75,0.86,5,240,5,0,1,0,IT部,低
986,0.11,0.55,2,137,3,1,1,0,研发部,低
987,0.36,0.5,2,158,3,0,1,0,研发部,低
988,0.1,0.79,6,249,4,0,1,0,研发部,低
